State,Source,coef,intercept
State,MSN,0.99999999999999312,1.4114271649286556e-11
AK,Biomass,-14.718353726362128,33595.289432702004
AK,Coal,-198.26429365961624,402694.71449757885
AK,Ethenol,0.03381535038932084,-66.568409343713967
AK,Geothermal,0.3290322580645107,-647.97419354837598
AK,Hydropower,208.16573971078734,-406028.75305894931
AK,Natural Gas,10784.0064516128,-21181769.50537613
AK,Nuclear Energy,0.0,0.0
AK,Petroleum,6837.3276974415394,-13370848.938598309
AK,Solar,0.0064516129032256989,-12.705376344085805
AK,Total Consumption,17593.092769743991,-34475981.140526168
AK,Wood and Waste,-14.746162402669128,33650.030997403512
AK,Wind,0.0,0.0
AL,Biomass,5164.0805339265335,-10106730.347571269
AL,Coal,6544.5245828698289,-12330028.388876474
AL,Ethenol,74.050055617351418,-145769.80148312697
AL,Geothermal,0.070967741935482692,-139.75913978494384
AL,Hydropower,629.40266963293243,-1151623.2045235578
AL,Natural Gas,403.7072302558588,-545579.25947352615
AL,Nuclear Energy,9278.3577308119529,-18224703.739488196
AL,Petroleum,9108.6420467185399,-17591558.987912416
AL,Solar,0.88387096774192109,-1740.6365591397553
AL,Total Consumption,36293.74327030014,-70058821.087207571
AL,Wood and Waste,5090.0235817574567,-9960946.9621800929
AL,Wind,0.0,0.0
AR,Biomass,1333.4832035594955,-2586778.9520948888
AR,Coal,8238.791323692898,-16209042.768631618
AR,Ethenol,2.0404894327029828,-4011.6130515387035
AR,Geothermal,0.63225806451611855,-1245.1268817204091
AR,Hydropower,719.82424916573484,-1397622.3133110763
AR,Natural Gas,-2497.2760845383327,5192408.0289209355
AR,Nuclear Energy,4661.2827586206431,-9162741.2735631205
AR,Petroleum,4814.4235817575181,-9236464.2955135498
AR,Solar,8.1999999999998625,-16148.533333333058
AR,Total Consumption,18612.840266963169,-36004405.873785429
AR,Wood and Waste,1331.4384872079936,-2582759.0263255159
AR,Wind,0.0,0.0
AZ,Biomass,764.50767519465342,-1499285.4046718425
AZ,Coal,14706.211568409211,-28901812.241823968
AZ,Ethenol,0.21490545050055693,-422.13081201334944
AZ,Geothermal,1.5161290322580392,-2985.7634408601639
AZ,Hydropower,3282.2313681868445,-6404548.5031515872
