State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ND,Total Consumption,171982,171938,179578,183780,189952,190933,201268,222202,230685,234012,236873,256436,263508,250696,258963,257441,284097,281936,321949,343058,345273,363214,383432,395904,442686,480596,489050,490305,542221,540906,543558,558482,579098,578644,591364,595001,613664,606086,603952,627782,632393,644448,639439,632896,621879,652052,638443,661119,677651,679247,721594,767168,792183,807405
ND,Wood and Waste,473,438,403,368,368,333,333,351,351,368,386,386,386,386,421,456,473,526,526,561,2448,2198,2625,2438,3031,3126,3002,2537,2708,2770,1939,2029,2120,1817,2308,2605,2417,2253,2222,2347,2549,3516,2644,2695,3283,2912,2402,2048,1911,1999,2010,2746,2341,2697
ND,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,2149,2203,3665,6136,16687,29256,39957,50869,50192,52656
NE,Biomass,3108,2948,2675,2573,2311,1901,1848,1743,1673,1603,1567,1602,2582,2669,2652,2775,3138,3398,3794,3933,5903,5603,7067,7360,8816,9582,9116,8501,9024,9918,7757,8422,9884,10376,11008,18477,21620,24589,25179,26697,28044,31382,32552,34692,41966,41143,42475,57030,77701,77228,109887,116584,107037,107101
NE,Coal,20010,18164,23047,24513,23650,20815,19748,18303,17192,27082,29716,26322,33509,36867,32763,32886,53712,59344,59813,77604,93942,98584,96746,104815,124257,115478,109935,116462,139344,131097,142021,152008,140933,166207,160506,179482,178884,193334,204797,198490,206938,226691,217939,227290,223624,228667,227444,216872,234654,249593,254552,285384,272587,292956
NE,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,739,1478,1621,1580,1629,2044,2176,2718,2462,2902,3425,2799,1889,2244,1452,1657,1747,2043,2749,2291,2892,3154,2985,1515,1488,2681,4769,4656,5584,5651,5627,5586
NE,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,80,102,124,145,162,184,224,248,311,320,320,353,378,512,575,671,728,795,876,1021,1151,1195,1212,1212
NE,Hydropower,10317,9884,10298,10626,10489,11663,12107,12135,13040,12929,14383,14243,14240,14243,13509,12624,13240,12738,12303,12899,13875,12510,12672,14157,14037,15051,17528,16329,13940,12083,11859,10902,11122,10326,13533,14706,16564,17080,17160,17579,15309,11616,11165,9924,9145,8714,8861,3434,3414,4233,12818,15713,11962,10723
NE,Natural Gas,140430,144566,149324,145771,160545,164719,195864,187907,202938,209613,224114,225463,226358,230780,223253,217521,197442,188426,162693,168959,159491,135279,135612,126963,131911,123864,103999,107737,119906,118673,109175,113955,104626,122981,124857,133690,133842,132141,131125,121368,127600,124058,121176,119754,116046,120141,131443,153523,172886,165436,169620,173666,161774,179612
NE,Nuclear Energy,0,0,0,886,1082,-64,0,0,0,0,0,0,0,6536,44596,65153,64335,80249,84522,94196,63082,66048,96917,66321,62676,43911,81009,89684,72391,85480,79485,84372,91605,71481,66321,78650,99325,97267,86643,105452,89988,91127,105696,83344,106796,91856,93943,115815,99075,98682,115540,72549,60795,71736
NE,Petroleum,136156,138496,141550,151333,147264,140640,151512,158865,177882,182827,192290,195540,211548,214261,210201,208450,229816,231477,246648,224926,189768,176568,185018,195879,187555,189428,191865,200722,215970,206908,205221,200712,203501,202327,208923,212387,234021,232513,245892,248488,224817,218211,225660,232603,236890,230597,230641,232350,224899,220152,245674,235928,236986,238966
NE,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,10,10,16,16,16,15,16,15,14,14,13,13,12,17,23,28,31,33,41,50,54,59
NE,Total Consumption,313129,317006,329569,338275,347652,341575,382927,380696,414398,435657,463637,464772,490819,508025,529626,542184,564821,579030,573567,586450,531964,500195,541099,522855,538068,506315,521855,547155,578815,573344,562526,578054,570199,590919,591315,644012,693721,705161,718673,726388,701441,713418,725791,720301,747000,732329,746010,791814,827771,832560,926645,920737,873824,929643
NE,Wood and Waste,3108,2948,2675,2573,2311,1901,1848,1743,1673,1603,1567,1602,2582,2669,2652,2775,3138,3398,3794,3933,5903,5304,6328,5882,7195,7421,6774,5676,6064,6402,4457,4670,4969,4267,4100,4176,7773,6317,5803,5936,5662,7648,8238,8628,8576,8042,6373,7143,7355,7791,7664,3807,3575,4501
NE,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,82,387,385,966,2591,2143,2111,3735,4114,10210,12215,17191
NH,Biomass,10855,10663,10783,10934,11654,11015,11563,11546,12628,12779,12315,13277,12953,13912,13396,12840,15332,16619,19286,21005,21716,21847,20695,23974,21898,21996,25585,24031,24957,26553,27230,24322,27770,27877,25252,25314,27749,25682,24266,24434,24022,19913,17254,16335,21698,24433,20762,25813,27314,32757,33502,33757,35314,40313
NH,Coal,5390,12308,12330,11520,11755,11171,9655,10247,22297,26956,27149,25496,30649,28325,25275,26187,20331,26470,20409,29080,29275,24226,27624,29383,34056,39719,25052,31550,32754,31544,31544,34784,34679,37485,33580,35576,36142,44527,38623,35408,44033,40125,39845,41633,43446,44169,44807,44899,40241,32844,33827,24489,14191,16778
NH,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,2883,3582,3706,4493,6015,5763,5685,5903
NH,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,9,10,11,13,16,20,25,28,27,29,29
NH,Hydropower,14775,12664,14336,13516,12053,11003,12781,12543,12527,15036,13006,11455,13178,16759,15298,13013,15718,14652,11718,12544,10666,14231,13064,14234,13105,11811,13157,10955,11591,13987,19567,16544,14413,14542,15075,14126,19845,16561,16282,14432,14559,10236,11607,13479,13179,17987,15165,12506,16094,16402,14415,15592,12270,13617
NH,Natural Gas,2952,3124,3431,3607,3817,4133,4197,4522,4208,5826,6796,7658,8015,8120,8391,7707,7919,7617,8204,8699,9663,10445,10280,9857,10815,10916,10569,12317,13334,14209,14474,14226,17004,17087,19976,20137,19445,21249,19338,20496,26397,24848,26146,56475,63924,73022,64738,64866,74025,62049,62612,72778,74336,55633
NH,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43182,71164,82393,95028,64842,88042,103399,83736,87988,90667,82617,90778,97054,96677,106132,98682,98067,112902,97729,92214,114032,87508,85814,114173
NH,Petroleum,83397,88330,94835,99018,97171,96328,108450,112069,116310,129844,139891,149136,153216,150521,139049,137503,160076,158654,158607,137555,133661,122855,114923,112848,134613,130046,156154,166170,167494,173696,159071,146363,146957,147506,152057,150909,155820,159428,168268,173884,169234,166936,176784,200334,205579,191742,170847,168877,165065,157378,150407,150140,139740,147138
NH,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,28,28,29,30,41,41,39,39,38,35,33,30,28,40,47,56,65,78,93,128,168,214,286
NH,Total Consumption,128224,137752,146498,149529,148104,144665,158209,162473,180598,203220,211472,220299,230964,231549,214805,210090,234708,240631,237510,229888,226697,215451,207281,214270,236385,236484,256102,269054,275087,286569,322326,331753,351014,367431,336064,359459,390190,376904,379070,383798,384924,372788,385981,441305,475706,474527,435217,455757,447982,427129,443191,418857,399207,431993
NH,Wood and Waste,10855,10663,10783,10934,11654,11015,11563,11546,12628,12779,12315,13277,12953,13912,13396,12840,15332,16619,19286,21005,21716,21836,20695,23974,21898,21996,25585,24031,24957,26553,27230,24322,27770,27877,25252,25314,27749,25682,24266,24434,24022,19913,17254,16335,21698,23250,17879,22231,23608,28264,27487,27993,29628,34410
NH,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,610,738,642,1986,3713
NJ,Biomass,20034,20550,20961,23232,23744,24019,24940,25799,28234,29310,30134,29857,31808,33746,36040,33783,37637,40254,43459,46034,51317,56838,51533,62702,51387,52233,44524,41813,44113,36987,25351,35277,37870,36360,41040,43525,41255,39426,38682,39614,40203,29127,27595,25056,25644,27149,45004,49851,47098,61935,64370,62780,61031,64732
NJ,Coal,168775,193959,195944,193035,206555,236647,236575,198642,188734,141206,123291,91498,31985,66132,82477,60498,70596,71011,60820,59195,68692,75464,78375,91632,84013,103310,77882,90538,81127,94831,80800,61891,62741,63133,65071,79902,86606,99889,86235,88984,114734,112207,104849,106857,112707,125332,116093,111799,97671,59563,71961,49592,25589,25910
NJ,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,93,328,1012,854,969,760,649,768,1030,88,90,500,9635,25907,32350,27327,32335,36710,35087,33472,33815
NJ,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,63,68,73,78,72,77,81,87,90,102,102,108,118,153,167,191,221,268,319,398,448,435,466,466
NJ,Hydropower,480,199,238,165,203,-326,-1369,-2103,-3555,-3957,-4228,-3236,-2254,-3457,-2944,-2834,-2546,-1744,-1797,-2933,-2934,-2413,-2321,-2394,-2570,-2550,-2989,-3220,-2257,-2542,326,225,231,196,156,113,197,188,211,177,143,186,122,394,376,311,351,207,254,313,177,237,102,174
NJ,Natural Gas,144132,159189,180307,197097,209714,219196,236816,261542,278430,316113,331247,335264,329642,309709,282201,251669,332467,255522,236852,269934,351039,403386,387306,417954,428258,389090,363009,432356,425050,483170,458050,510226,640629,667134,714059,720662,725720,742031,705462,743561,626484,585826,620750,636180,645017,625881,566905,640629,635200,638792,671474,677923,670970,713374
NJ,Nuclear Energy,0,0,0,0,0,0,0,0,0,1182,37917,41455,47008,39087,41000,34645,42587,74941,89372,71918,83192,128776,155455,69006,60825,188752,156254,237006,253285,243746,251538,260072,226122,261888,231296,176576,115826,145951,284643,302746,298041,318190,322299,309629,282407,327604,339846,335757,336500,359036,342526,351658,346962,348784
NJ,Petroleum,956495,969969,1040276,1063943,1080593,1073471,1153554,1252689,1312262,1373167,1440368,1418182,1551929,1579104,1415346,1269814,1349206,1365952,1362856,1317817,1250193,1159762,1192042,1178104,1272680,1192125,1272843,1273914,1260151,1259397,1128254,1126218,1124217,1091063,1171096,1149295,1122399,1136640,1116104,1162230,1192866,1196289,1180843,1147132,1165925,1236161,1201779,1275617,1246092,1072149,1077436,1113899,996177,1002718
NJ,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,371,388,409,427,477,495,523,527,565,574,555,564,856,1117,1327,1607,1956,2404,2931,3764,6220,11519,19292,23531
NJ,Total Consumption,1309950,1364416,1458687,1500704,1544553,1577026,1675456,1762368,1832339,1886331,1988863,1942877,2021926,2058067,1890160,1681358,1867584,1846190,1835021,1807999,1852816,1878651,1913923,1879706,1945980,1975193,1956047,2114220,2105582,2152983,1970104,2029642,2130162,2156638,2264307,2214170,2133862,2204165,2270673,2377602,2313331,2271624,2285027,2251574,2259215,2371384,2317319,2466586,2413370,2258088,2299105,2330925,2181731,2244525
NJ,Wood and Waste,20034,20550,20961,23232,23744,24019,24940,25799,28234,29310,30134,29857,31808,33746,36040,33783,37637,40254,43459,46034,51317,56822,51533,62702,51387,52233,44524,41813,44113,36987,25351,35277,37870,36266,40712,42513,40401,38457,37921,38965,39435,28097,27507,24966,25145,17513,19098,17502,19772,29599,27660,27693,27560,30917
NJ,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,202,206,204,123,102,110,104
NM,Biomass,6628,6383,6119,6012,6201,5627,5504,5312,5259,5014,4858,4679,4536,4221,4153,5343,5991,7036,7677,9220,5245,6812,7214,8267,8947,9185,9389,6882,7557,6826,5892,6168,5962,5098,5225,6322,5672,6402,6929,6613,7237,4336,4400,4298,4289,13013,12761,14234,16507,14584,17663,17052,16177,18040
NM,Coal,4064,3303,2451,15765,31271,44277,37029,44143,42971,50226,99380,120695,123807,134490,140947,132535,137492,153922,145738,152939,202870,196933,225549,263654,252868,268374,241600,260668,266124,279835,275661,234301,267469,270273,278385,275217,279149,288506,290367,298105,305513,297096,284132,305641,309418,317916,316221,296067,284346,306162,267474,284737,263439,256377
NM,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,214,496,492,442,839,1245,1717,1285,1265,1000,205,530,1635,1379,1383,2325,1942,2211,736,635,512,556,1044,1012,1307,2789,4115,7978,8055,7924,7259
NM,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,117,121,125,128,144,159,161,176,184,644,688,738,748,563,618,690,697,732,348,317,324,442,368,368
NM,Hydropower,745,553,672,457,99,448,706,367,447,668,690,285,210,675,766,660,790,291,312,702,977,920,821,933,979,1336,1738,1711,1036,2423,2137,2474,2638,3029,2196,2722,2187,2643,2411,2482,2256,2452,2692,1728,1392,1650,1966,2649,3077,2645,2117,1892,2120,876
NM,Natural Gas,207301,218948,247090,239911,226697,224253,247390,280382,286329,276591,292522,291726,311897,274018,273397,255637,294878,242912,225451,223092,231330,205434,213350,184595,169781,162312,144532,164588,185246,205131,251470,227349,211096,224999,221479,219476,233557,261881,241406,231312,259018,259626,229691,225220,229165,225352,227661,239858,252831,247947,246201,251838,249815,252997
NM,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,Petroleum,107067,107473,115131,118321,126256,128472,126788,126006,143599,147273,155889,157219,173924,191940,193361,199708,202690,212863,215369,214918,201709,214001,187907,208665,202658,188759,188688,197130,198710,199336,211433,227708,232460,233717,222964,207283,207819,218976,231328,241182,233897,239350,244055,249130,256575,255844,269457,279924,257921,245313,247334,254018,255125,257474
NM,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,583,592,596,597,604,601,593,561,540,510,454,398,355,316,270,203,203,201,233,266,560,1996,4197,5122
NM,Total Consumption,332433,343043,377582,386478,396725,408704,422921,461522,483864,484786,558197,579283,618910,609565,616777,599226,647832,624060,602224,610091,647376,630810,641717,673748,643428,638347,594490,636941,665312,700192,752466,704044,725567,742136,735471,717398,734528,785062,779536,786955,815705,807694,769622,792072,810299,834473,852562,859965,846725,845402,815494,847805,827296,828862
NM,Wood and Waste,6628,6383,6119,6012,6201,5627,5504,5312,5259,5014,4858,4679,4536,4221,4153,5343,5991,7036,7677,9220,5245,6710,6867,7420,7699,7889,8101,5123,5394,4247,3888,4066,4221,4090,3944,3983,4011,4534,4046,4165,4431,2962,2914,2814,2873,10815,10131,11222,12485,8957,7968,7328,6950,9422
NM,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,5143,7946,12453,13771,16188,15096,17875,20447,21181,20927
NV,Biomass,946,929,911,894,929,876,876,912,947,999,1051,1069,1052,1016,1052,1244,1332,1507,1718,2033,2760,3728,3867,4130,4456,4603,4349,2680,2810,2836,3253,3535,3796,4159,3201,4257,3555,4488,5185,6290,6761,5921,6191,6850,7023,6487,6028,6993,9387,9820,9739,9370,9148,10044
NV,Coal,3962,3740,4218,3387,3234,7892,10862,9379,14582,16679,17290,36438,84363,90083,100463,101298,111294,115938,91272,99307,93216,112197,146479,140246,155582,126210,161583,154875,183513,170222,165306,180259,178836,172371,180270,162497,169470,166666,184243,181616,199339,188572,164775,182553,193634,197799,84225,82871,88619,83812,80228,62701,52850,64838
NV,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,7,140,497,478,374,403,548,660,790,0,1053,0,0,1220,2206,2390,2589,3057,3574,3668,3650,3529,4264,6429,7284,7412,7420,7124,7377
NV,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8328,8707,11222,13061,16787,16403,16921,16950,17112,16523,15550,15106,13566,12646,11926,14183,13910,14606,13682,14997,17323,21631,22419,23886,27022
NV,Hydropower,21164,18617,20822,18910,16913,16668,18755,18073,18195,17772,17271,17582,16222,17340,16711,17583,16125,16874,17263,17771,24643,18072,14850,43064,58602,45386,47889,26316,21587,19391,18048,24682,20536,20331,19352,20021,22381,26421,32287,28916,24783,25974,23068,17787,16177,17022,20410,19800,17251,24015,21047,21284,23223,25588
NV,Natural Gas,12883,16419,18141,20681,25579,29395,36305,36822,39177,46700,56868,71965,75223,77967,67689,65355,71205,74534,66305,85539,62020,78744,49891,44693,44749,41630,35784,41705,48370,65577,66888,68175,81224,87532,104950,112502,126894,135497,154656,159981,194126,181256,181010,191050,221649,236007,257595,262547,274915,284007,267808,255970,281432,282311
NV,Nuclear Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Petroleum,54547,62185,67694,71673,75680,69910,72023,75858,84601,87395,90445,96029,103146,110678,109092,115924,115572,127202,149421,138660,147165,130674,128404,138761,135725,135759,141955,153949,166119,175210,168955,174377,178824,191385,200616,208299,224354,214461,222084,227485,235957,250425,237867,243032,263973,279472,294952,290571,266230,243275,233411,213642,216819,227114
NV,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,60,68,93,97,133,177,223,260,344,441,492,563,606,631,660,782,919,1675,3125,3420,4412,5828,7763,10589
NV,Total Consumption,94448,102819,112697,116439,123264,125617,139697,141956,158449,170544,183976,224152,281058,298100,296059,302648,316860,337562,327697,345343,332564,347143,347359,375024,403570,358191,395909,382205,425209,444453,434470,465853,480166,496821,528126,528931,567382,569393,620507,626569,683325,672198,632354,660679,724322,757966,684763,685133,683910,675492,648015,600584,625495,659939
NV,Wood and Waste,946,929,911,894,929,876,876,912,947,999,1051,1069,1052,1016,1052,1244,1332,1507,1718,2033,2760,3722,3860,4128,4456,4596,4209,2183,2332,2462,2850,2987,3136,3369,3201,3204,3555,4488,3965,4084,4371,3332,3134,3276,3355,2837,2499,2730,2957,2536,2327,1950,2024,2666
NV,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,2390
NY,Biomass,59263,57453,57324,57158,56954,58111,58726,57118,60128,61503,62607,60153,59513,59618,62124,60171,69291,74209,84713,94177,129655,143253,130211,158213,129571,131497,118753,110609,116471,119813,97387,95097,104515,117581,122702,124868,141121,179526,160398,166341,175442,111498,107722,112074,140573,113288,120198,130069,148720,113327,120168,124255,122369,130625
NY,Coal,691728,634013,620891,643946,739638,755238,731385,726567,700146,656531,598940,435654,355384,369320,374196,312508,363821,336851,297344,315174,313708,308653,288982,268018,299885,301368,253341,294305,332998,363802,349779,352268,355983,326194,316750,305274,311795,325232,337438,317998,330844,306993,280584,286179,276470,256879,256345,258450,228985,155965,167094,125181,72914,68707
NY,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,711,2269,1913,1843,1368,1182,1307,372,331,1905,24360,8052,21006,26410,34564,41618,46669,44164,43766,44360
NY,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,73,95,117,137,154,174,213,236,296,310,310,328,358,481,538,627,678,739,812,950,1070,1283,1185,1185
NY,Hydropower,130051,193379,220654,202901,190456,204632,229856,244545,260179,278145,262884,266456,288472,305067,300864,294729,299209,267952,270151,274181,275016,270643,267231,277676,279993,284044,310381,289431,249157,258900,293214,283568,290162,303531,286695,268042,299356,312702,298933,253117,254103,238527,254812,245720,240280,257799,271232,249596,263330,269523,248502,272019,234593,238270
NY,Natural Gas,434127,450630,491055,520712,527890,558658,645684,602670,653282,698046,725813,731597,707277,703023,641925,585536,604276,567877,576482,633562,755879,775672,793099,739849,811341,784737,749938,801915,813134,870928,895361,917236,1033951,1023167,1095583,1295400,1230771,1358091,1267065,1308656,1279693,1205883,1227224,1131362,1126606,1107220,1120200,1214362,1205144,1166620,1224485,1247757,1260950,1321627
NY,Nuclear Energy,0,0,706,7017,4555,8585,9274,13321,12131,14042,46908,70670,69775,78793,103490,144387,172988,221730,237431,201340,210259,192412,159870,178577,229730,255910,233632,239397,256306,241794,249982,298252,252926,282445,305527,276714,369977,310304,328512,386844,328597,421845,413686,423959,423797,442937,440606,445288,451622,454806,437620,446761,427277,467651
NY,Petroleum,1700158,1817764,1883814,1902877,1888654,2109614,2221058,2354700,2416887,2530434,2647098,2745178,2847301,2926881,2662555,2576040,2746218,2762880,2737881,2382352,2135995,1909844,1776157,1606562,1577909,1676471,1793292,1853644,1901103,1868626,1785650,1668004,1573699,1561835,1496343,1446064,1513179,1466190,1501741,1525301,1607968,1627998,1562280,1762860,1848945,1816376,1578811,1591215,1517710,1418765,1376070,1282091,1295865,1280221
NY,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,270,285,307,329,390,444,508,532,547,552,546,548,563,580,686,905,1170,1379,1686,1995,2641,3674,5190,6304
NY,Total Consumption,3074590,3210692,3331768,3391769,3465101,3752949,3954709,4056039,4162881,4300204,4406857,4369861,4387235,4502320,4207278,4033542,4325094,4305708,4288715,3994963,3950167,3743730,3545761,3387108,3458000,3565524,3578090,3699910,3785640,3843979,3769103,3709902,3716175,3732800,3746846,3841848,4008040,4132339,4055328,4125460,4153052,4025330,3955781,4075706,4199635,4110349,3915939,4029168,3974234,3714648,3717020,3645635,3562629,3670072
NY,Wood and Waste,59263,57453,57324,57158,56954,58111,58726,57118,60128,61503,62607,60153,59513,59618,62124,60171,69291,74209,84713,94177,129655,143253,130211,158213,129571,131497,118753,110609,116471,119813,97387,95097,104515,117294,121991,122599,139207,177683,159030,165159,174136,111126,107391,110169,116214,105236,99192,103422,109337,68960,67373,70972,70052,77352
NY,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,212,830,417,1166,1030,6501,8238,12324,22119,25328,27478,28468,33770
OH,Biomass,36755,36193,36803,38085,37909,38609,41431,39563,43378,44378,44071,43427,44848,46520,48306,46222,52757,58522,69583,74611,107311,112965,114254,130696,126712,129504,118013,123048,129565,110418,77705,83295,81062,63582,91752,84854,81257,81058,81012,88351,92101,62108,49036,57056,57861,66229,67419,75717,107917,104313,110645,115720,115687,126228
OH,Coal,1269205,1159286,1229713,1243806,1272289,1324406,1420418,1405472,1478634,1556077,1571427,1490481,1561035,1622805,1642125,1619050,1653336,1669162,1622430,1668432,1528107,1534900,1392042,1321092,1361844,1389464,1431837,1433056,1474684,1468632,1425314,1413415,1416870,1431633,1386079,1379803,1447126,1407234,1450165,1382205,1428454,1362828,1396899,1443498,1391290,1481045,1450797,1463773,1438432,1267267,1355137,1222606,1019140,1104486
OH,Ethenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,756,3944,3853,4509,6135,7528,8277,9605,8779,9242,11505,16273,19071,17851,7040,12747,18743,19205,19596,17225,16883,15597,15379,18849,20600,25711,35428,39515,37671,38413,40665,42072
OH,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,347,377,406,432,493,536,593,642,712,778,778,840,915,1207,1328,1531,1732,2022,2350,2875,3241,3372,3435,3435
OH,Hydropower,210,221,180,87,102,111,101,106,87,88,78,93,92,86,101,77,85,61,49,46,63,58,56,1424,1708,1827,1801,2345,1929,1354,1887,1609,2618,1955,1978,2395,4109,5182,4144,4326,5948,5278,4968,5172,7310,5157,6268,4057,3808,5151,4186,3728,3941,5240
OH,Natural Gas,724824,746456,784630,826138,852659,909391,975841,994595,1018464,1063953,1077151,1112130,1174203,1131760,1114904,978885,1031075,867837,950973,920390,911335,890359,837111,772675,814353,765373,749750,747101,837521,848316,776588,799328,839324,865610,872832,923946,968562,938245,843871,873157,928425,838021,862535,878930,862912,861477,771312,836185,823936,771303,810958,849076,869934,946396
OH,Nuclear Energy,0,0,0,0,207,255,17,0,0,0,0,0,0,0,0,0,0,5039,26533,34412,23115,48607,35722,53479,46759,20638,254,78448,89635,133993,112845,155507,155028,105152,114473,176182,146195,160882,172847,171610,175013,161488,113451,88327,166328,154481,175798,165349,183055,159040,165192,155806,179055,168451
OH,Petroleum,797298,771119,806419,822055,858925,918411,940980,949860,1024115,1052629,1071758,1072063,1152099,1209370,1183382,1200751,1287809,1351232,1370582,1388441,1305544,1204053,1129089,1109707,1099491,1081912,1068926,1116048,1103424,1139158,1088486,1055163,1096389,1119266,1137649,1136553,1194966,1227707,1220606,1290367,1273185,1277131,1290151,1321681,1319805,1300588,1311503,1312026,1271227,1187783,1194294,1175372,1150101,1168025
OH,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,19,23,27,30,33,37,54,87,102,103,104,126,139,162,179,197,210,255,339,609,908,1878,2184
OH,Total Consumption,2865047,2749468,2894548,2968256,3060000,3229792,3420219,3429159,3608056,3761503,3808556,3761621,3977125,4057061,4037124,3891207,4077819,4010375,4109733,4160943,3982786,3903907,3621205,3517293,3574636,3515079,3485287,3619494,3762728,3809248,3558082,3588734,3669883,3648100,3693369,3787438,3924102,3902062,3854456,3899247,3996109,3769906,3767117,3853067,3864857,3936954,3852427,3935102,3920501,3588067,3733379,3619657,3444745,3635945
OH,Wood and Waste,36755,36193,36803,38085,37909,38609,41431,39563,43378,44378,44071,43427,44848,46520,48306,46222,52757,58522,69583,74611,107311,112872,112175,124276,119916,121852,108571,111920,117693,97440,66113,70779,66658,44170,69012,65285,74217,68311,62269,69146,72506,44883,32153,41460,42482,47285,46658,49906,53944,50343,51323,52728,51531,58495
OH,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,143,146,149,138,123,1928,9378,10933
